Employee_ID,Gender,Years_Exp,Years_Seniority,Edu_Level,Perf,Job_Role,Job_Family,Job_Level,Job_Location,Market_Median,Salary,Bonus_FY,Total_Compensation
52976W5Z,Male,13.8,10.2,doctorate,4.1,Sales Manager,Sales,Management-Level,"San Francisco, CA",311979.59,150670.6,75000,225669.7
43127T48,Female,13.4,0.8,masters,2.9,Senior Project Manager,Product and Project Management,Management-Level,"San Francisco, CA",282024.21,163134.1,62500.5,225634.5
3492092Q,Male,12.9,4.3,doctorate,1.4,Senior Project Manager,Product and Project Management,Management-Level,"Los Angeles, CA",248980.11,172879.1,52500.4,225378.3
492267OM,Male,10.8,0.8,masters,2.9,Sales Manager,Sales,Management-Level,"San Francisco, CA",311979.59,162769.1,62500.9,225269.9
4.39E+45,Female,12,8.3,masters,4,AI Specialist,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,182726.1,42500.7,225226.2
5447171K,Male,14.8,5.4,doctorate,3.5,Sales Manager,Sales,Management-Level,"San Francisco, CA",311979.59,157461.5,67500.1,224961.2
62039KY2,Male,11.3,10,doctorate,3.7,Senior Project Manager,Product and Project Management,Management-Level,"San Francisco, CA",282024.21,159935.9,65000.9,224935.4
61935LTE,Male,10.3,3.2,masters,3.8,Marketing Manager,Marketing,Management-Level,"Atlanta, GA",174977.75,154741.3,70000.6,224741.6
79702FVY,Male,13.8,6.8,doctorate,3.3,Human Resources Business Partner,Human Resources,Management-Level,"San Francisco, CA",256544.47,159565.4,65000,224565.2
74430LP2,Male,15.1,6.5,masters,2.5,Senior Project Manager,Product and Project Management,Management-Level,"San Francisco, CA",282024.21,166814.8,57500.3,224314
97965910,Male,15.5,8.5,masters,4.9,Sales Manager,Sales,Management-Level,"San Francisco, CA",311979.59,151811.2,72500.1,224311
77874939,Female,14.6,0.8,masters,3,Senior Project Manager,Product and Project Management,Management-Level,"San Francisco, CA",282024.21,156805.5,67500.8,224305.4
99981AYY,Female,12.7,6.1,masters,4.8,Marketing Manager,Marketing,Management-Level,"Seattle, WA",248061.48,149116.9,75000.6,224115.8
135579BU,Female,12.3,7.5,doctorate,4,Senior Project Manager,Product and Project Management,Management-Level,"Denver, CO",162778.11,151547.5,72500.1,224046.2
14572FS4,Female,10.9,6.6,doctorate,3.3,Legal Counsel,Legal,Senior-Level,"Chicago, IL",192174.13,181349.7,42500.7,223848.4
80803DE8,Male,7.6,3.8,doctorate,4.6,Machine Learning Engineer,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,180935.8,42500,223434.6
73856NDD,Female,13.6,2.8,doctorate,3.1,Sales Manager,Sales,Management-Level,"San Francisco, CA",311979.59,155806.3,67500.6,223306.6
56961BMN,Male,12.8,8.4,masters,3.8,Sales Manager,Sales,Management-Level,"San Francisco, CA",311979.59,155806.2,67500.4,223306
329262PR,Male,12.1,8.8,masters,2.4,Senior Project Manager,Product and Project Management,Management-Level,"Boston, MA",233320.08,165738.7,57500.5,223238.8
161493LE,Female,14.8,11.2,masters,3.5,Sales Manager,Sales,Management-Level,"San Francisco, CA",311979.59,155692.7,67500.8,223192.8
31497QCB,Male,11,6.1,masters,5.2,Marketing Manager,Marketing,Management-Level,"Dallas, TX",165699.86,145533.3,77500.8,223033.5
54812NMQ,Male,10,8.3,doctorate,2.6,Senior Project Manager,Product and Project Management,Management-Level,"San Francisco, CA",282024.21,165095.5,57500.4,222594.9
98040DV5,Female,11.8,6.3,doctorate,1.7,Sales Manager,Sales,Management-Level,"San Francisco, CA",311979.59,169884.4,52500.9,222384.5
92520MUU,Female,13.4,12.1,doctorate,3.5,Marketing Manager,Marketing,Management-Level,"San Francisco, CA",319517.51,157330.3,65000.2,222330
33591KBN,Male,15.7,0.2,masters,3.4,Sales Manager,Sales,Management-Level,"Seattle, WA",242209.32,157102.6,65000.7,222101.8
22784C77,Male,9.6,8.2,masters,3.5,Machine Learning Engineer,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,184518.2,37500.8,222017.1
75991MP4,Male,11.7,3,masters,1.2,Legal Counsel,Legal,Senior-Level,"San Francisco, CA",352888.51,189363,32500.5,221863.4
701420C5,Female,14.6,2.4,masters,3.6,Sales Manager,Sales,Management-Level,"San Francisco, CA",311979.59,154094.7,67500.8,221594.1
754197HI,Male,10.4,2.4,doctorate,3.5,Sales Manager,Sales,Management-Level,"San Francisco, CA",311979.59,154094,67500,221594
82373N2B,Male,13.4,6.1,masters,3.9,Sales Manager,Sales,Management-Level,"San Francisco, CA",311979.59,154018.6,67500,221518.7
98188182,Male,14.7,7.1,doctorate,1.7,Marketing Manager,Marketing,Management-Level,"Los Angeles, CA",282080.41,168329.1,52500.6,220829.9
32549T0I,Male,12.2,8.7,doctorate,3.4,Senior Project Manager,Product and Project Management,Management-Level,"San Francisco, CA",282024.21,158216.1,62500.1,220715.8
13842AYY,Male,14.4,7,doctorate,1.3,Senior Project Manager,Product and Project Management,Management-Level,"San Francisco, CA",282024.21,170254.4,50000.2,220253.8
16922PUN,Male,9.5,8.5,masters,2.8,Legal Counsel,Legal,Senior-Level,"San Francisco, CA",352888.51,185059.5,35000.9,220059.1
38298MEG,Male,12.2,5.8,masters,3.8,Marketing Manager,Marketing,Management-Level,"San Francisco, CA",319517.51,152557.3,67500,220056.3
66710DIK,Female,13.9,5.2,doctorate,4.5,Sales Manager,Sales,Management-Level,"Boston, MA",258102.32,147332.2,72500.5,219832
49744S23,Male,14.5,1.6,masters,1,Sales Manager,Sales,Management-Level,"Chicago, IL",169896.17,167023.1,52500.6,219523.6
787327FO,Male,11,3,doctorate,2.2,Machine Learning Engineer,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,184518.8,35000.1,219517.3
56505EJK,Female,10,1.5,masters,2.5,Marketing Manager,Marketing,Management-Level,"San Francisco, CA",319517.51,159337.1,60000.3,219337.2
86952BK3,Male,11.2,2.3,masters,5.2,Senior Project Manager,Product and Project Management,Management-Level,"Chicago, IL",153583.23,146723.7,72500.2,219223
12111CTT,Male,14.4,10.6,doctorate,2.3,Senior Project Manager,Product and Project Management,Management-Level,"San Francisco, CA",282024.21,161655.7,57500.8,219155
46513BL6,Female,9.3,8.5,bachelors,4.9,Machine Learning Engineer,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,179144.2,40000.4,219143.1
1102976C,Male,11.8,2.4,bachelors,4.9,Machine Learning Engineer,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,179144.1,40000,219143.8
81296I67,Male,11.4,2.2,doctorate,4.2,Senior Project Manager,Product and Project Management,Management-Level,"San Francisco, CA",282024.21,151337.6,67500.5,218836.2
77881IXR,Male,15.9,6.4,masters,5.3,Senior Project Manager,Product and Project Management,Management-Level,"San Francisco, CA",282024.21,146178.5,72500.9,218677.1
24615QVQ,Male,13.7,3.6,doctorate,3.1,Sales Manager,Sales,Management-Level,"Austin, TX",189603.49,151151.4,67500.8,218650.4
251510RT,Female,11.3,10.8,masters,3.4,Sales Manager,Sales,Management-Level,"Atlanta, GA",170849.75,151090.6,67500.2,218590
23653MBL,Female,7.2,5.8,doctorate,3.7,Legal Counsel,Legal,Senior-Level,"Atlanta, GA",193252.75,178498.5,40000.7,218498.7
56745F14,Male,13.3,3.9,masters,3.3,Marketing Manager,Marketing,Management-Level,"Dallas, TX",165699.86,153393.4,65000.8,218392.7
45844JO4,Male,15.2,6.7,doctorate,4.2,Sales Manager,Sales,Management-Level,"San Francisco, CA",311979.59,145533.7,72500.9,218033.9
48039A5S,Male,10.4,5.1,doctorate,5.9,Senior Project Manager,Product and Project Management,Management-Level,"Chicago, IL",153583.23,145179.5,72500.6,217679.3
48611QPC,Male,8.1,0,doctorate,4.7,Machine Learning Engineer,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,177352.5,40000.4,217352.1
73957BYX,Male,7.6,6.2,masters,4.6,AI Specialist,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,177352.4,40000.4,217352.1
18223Z2C,Female,12.7,10.3,doctorate,4,Machine Learning Engineer,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,177352.6,40000,217352.9
48074R5W,Male,14.1,11.9,masters,3.4,Senior Project Manager,Product and Project Management,Management-Level,"Austin, TX",171398.31,154796.1,62500,217296.5
33934YD4,Male,12,1.1,masters,3.4,Sales Manager,Sales,Management-Level,"San Francisco, CA",311979.59,152268,65000.4,217267.4
76218GA9,Female,13.6,5,masters,3.3,Senior Project Manager,Product and Project Management,Management-Level,"Los Angeles, CA",248980.11,149664.1,67500.8,217163.8
43464PQR,Female,11.5,10.8,masters,3.4,Marketing Manager,Marketing,Management-Level,"Seattle, WA",248061.48,152153.9,65000.7,217153.7
83755P2H,Male,12.9,11.1,doctorate,4.5,Financial Controller,Finance,Management-Level,"San Francisco, CA",258291.54,149627.6,67500,217126.1
30387H9J,Female,10.5,0.7,doctorate,4.6,Senior Project Manager,Product and Project Management,Management-Level,"San Francisco, CA",282024.21,147106.2,70000.8,217106.6
49972AWB,Male,10.8,9.4,masters,3.2,Senior Project Manager,Product and Project Management,Management-Level,"Boston, MA",233320.08,154474.5,62500.4,216974
36122Y5O,Female,9,5.7,bachelors,4.4,Software Architect,Software Development,Senior-Level,"San Francisco, CA",286931.71,176716,40000.6,216715.2
27152UUH,Male,7,1.2,bachelors,4.1,Software Architect,Software Development,Senior-Level,"San Francisco, CA",286931.71,176716.4,40000.1,216715.6
60754T7J,Male,10.6,9.8,masters,3.9,Sales Manager,Sales,Management-Level,"Los Angeles, CA",275425.69,149168,67500.2,216668.4
87808Y7Q,Male,13.8,9,doctorate,3.6,Marketing Manager,Marketing,Management-Level,"Chicago, IL",174001.13,151339.5,65000.3,216338.1
61500OPM,Female,12.4,6.4,doctorate,2.8,Senior Project Manager,Product and Project Management,Management-Level,"San Francisco, CA",282024.21,156324.2,60000,216323.1
59672RGP,Female,10.7,9,masters,3.3,Human Resources Business Partner,Human Resources,Management-Level,"San Francisco, CA",256544.47,151305.9,65000.1,216305.2
20121OSX,Female,14.5,5.7,masters,5.6,Human Resources Business Partner,Human Resources,Management-Level,"San Francisco, CA",256544.47,141121.3,75000.2,216121.1
394397F7,Female,12.2,7.8,bachelors,3.3,Software Architect,Software Development,Senior-Level,"San Francisco, CA",286931.71,178465.7,37500.8,215965.3
78364K9T,Male,14.9,11.6,masters,3,Human Resources Business Partner,Human Resources,Management-Level,"San Francisco, CA",256544.47,153308.4,62500.5,215807.8
46519B7C,Male,10.1,9.2,masters,5.1,Software Architect,Software Development,Senior-Level,"San Francisco, CA",286931.71,173216.4,42500.2,215716.7
307640ID,Male,10.1,9.7,doctorate,4.1,AI Specialist,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,175561.2,40000.8,215560.7
55023BTH,Male,15.8,6.9,doctorate,4.9,Financial Controller,Finance,Management-Level,"San Francisco, CA",258291.54,148052.2,67500.3,215551.7
7762627E,Male,15.1,14.8,doctorate,3.9,Sales Manager,Sales,Management-Level,"Seattle, WA",242209.32,150487.2,65000.5,215487
72207RET,Female,12.1,0,bachelors,3.6,AI Specialist,Data Science and Engineering,Senior-Level,"Seattle, WA",228081.84,177729.3,37500.9,215229.4
16477GCE,Male,8.1,0.5,bachelors,2.2,Software Architect,Software Development,Senior-Level,"San Francisco, CA",286931.71,180215.1,35000.1,215214.9
23238NB9,Male,7.6,6,bachelors,2.7,Software Architect,Software Development,Senior-Level,"San Francisco, CA",286931.71,180215.1,35000.1,215214.5
317249EE,Male,11.5,2,doctorate,3.3,Machine Learning Engineer,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,177352.1,37500.2,214852.8
16302NFO,Female,10,0.3,doctorate,5,Machine Learning Engineer,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,171978.6,42500.4,214477.6
49089PS1,Female,8.5,6.5,bachelors,5.9,AI Specialist,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,171978.7,42500,214477.5
314106JL,Female,12.7,2.4,doctorate,3.5,Marketing Manager,Marketing,Management-Level,"Boston, MA",264338.48,149306.9,65000,214306.9
94529QXR,Female,15,14.6,masters,2.6,Senior Project Manager,Product and Project Management,Management-Level,"San Francisco, CA",282024.21,156805.1,57500,214305.6
342482D4,Male,8.7,6.3,doctorate,3.3,Software Architect,Software Development,Senior-Level,"San Francisco, CA",286931.71,176716.2,37500.8,214215.6
96894FCI,Female,11.4,5.1,bachelors,3.4,Legal Counsel,Legal,Senior-Level,"New York, NY",336529.44,174195.1,40000,214195.4
73180UDR,Female,13.8,0.4,masters,4.3,Senior Project Manager,Product and Project Management,Management-Level,"San Francisco, CA",282024.21,143942.5,70000.9,213941.6
880834DG,Male,13.9,2.7,doctorate,3.4,Sales Manager,Sales,Management-Level,"San Francisco, CA",311979.59,148882.5,65000.6,213881.7
82265DH9,Male,10.9,9.9,bachelors,4.3,Machine Learning Engineer,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,173769,40000,213769.2
58626UL6,Female,6.6,0.2,doctorate,5.7,Senior Software Engineer,Software Development,Senior-Level,"San Francisco, CA",267282.08,171133.4,42500.7,213633.2
15834ZN9,Male,12.4,5.3,doctorate,3.3,Machine Learning Engineer,Data Science and Engineering,Senior-Level,"Boston, MA",243047.84,176001.9,37500.4,213500.9
987151VG,Female,11.6,6.2,masters,5.3,AI Specialist,Data Science and Engineering,Senior-Level,"Seattle, WA",228081.84,170959.1,42500.2,213458
97271MF3,Male,9.6,7.4,doctorate,3,Machine Learning Engineer,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,175561.4,37500,213060.3
94168RLP,Male,8.4,1.3,masters,3.1,Machine Learning Engineer,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,175561.1,37500.8,213060.4
19213FWF,Male,11.1,9.7,doctorate,3,AI Specialist,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,175561.3,37500.1,213060.7
72148FF4,Female,11.1,8.6,masters,3.9,Senior Project Manager,Product and Project Management,Management-Level,"San Francisco, CA",282024.21,150305.4,62500.2,212804.7
9563572Q,Female,6.7,2.2,bachelors,1.6,Machine Learning Engineer,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,182726.8,30000.5,212726.2
39131L37,Female,14.4,13.4,masters,2.2,Senior Project Manager,Product and Project Management,Management-Level,"San Francisco, CA",282024.21,155189.4,57500.5,212688.8
567958T5,Male,11.9,9.9,masters,5.8,Machine Learning Engineer,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,170186.8,42500.7,212686.2
75884X6S,Male,11.2,3.6,doctorate,5,Sales Manager,Sales,Management-Level,"Seattle, WA",242209.32,140026.7,72500,212525.8
6937667K,Male,11.8,7.9,bachelors,3.9,Software Architect,Software Development,Senior-Level,"San Francisco, CA",286931.71,174966,37500.9,212465.5
91344F05,Male,13,7,doctorate,3.3,Sales Manager,Sales,Management-Level,"San Francisco, CA",311979.59,147246.1,65000.2,212245.3
97188MBA,Male,12.3,6.1,masters,4.8,Sales Manager,Sales,Management-Level,"Seattle, WA",242209.32,142219.3,70000.9,212218.4
56505XU5,Female,12.6,6.5,bachelors,5.3,Senior Software Engineer,Software Development,Senior-Level,"San Francisco, CA",267282.08,169503.7,42500,212003.4
19900QNS,Female,6.8,4.9,bachelors,4.2,Software Architect,Software Development,Senior-Level,"Seattle, WA",222763.08,171932.3,40000.4,211931.9
1025021Y,Female,8.4,1.8,bachelors,3,Machine Learning Engineer,Data Science and Engineering,Senior-Level,"Boston, MA",243047.84,174324.8,37500.7,211824.1
75845LBZ,Male,14.6,7.1,masters,3.8,Senior Project Manager,Product and Project Management,Management-Level,"San Francisco, CA",282024.21,151337.7,60000.9,211336.9
935305O2,Male,8.7,1.9,masters,3.7,Machine Learning Engineer,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,173769.1,37500.1,211269.3
53015UWD,Female,12.8,0.7,doctorate,3.1,Senior Project Manager,Product and Project Management,Management-Level,"San Francisco, CA",282024.21,148723.2,62500.9,211222.6
60529588,Female,10.7,3.7,masters,3.9,Senior Project Manager,Product and Project Management,Management-Level,"Chicago, IL",153583.23,146167.2,65000.7,211167.7
669948N8,Male,6.9,5.4,bachelors,4.8,Senior Software Engineer,Software Development,Senior-Level,"San Francisco, CA",267282.08,171133.8,40000,211133.5
58215143,Female,8.8,6.9,bachelors,4.5,Senior Software Engineer,Software Development,Senior-Level,"San Francisco, CA",267282.08,171133.2,40000,211133.2
41856MVC,Male,12,5.5,masters,1.7,Machine Learning Engineer,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,180935,30000.2,210934.3
93843R11,Female,13.7,2.5,masters,4.1,Senior Project Manager,Product and Project Management,Management-Level,"San Francisco, CA",282024.21,140846.2,70000.4,210846.5
61869LA0,Female,12.3,0.5,masters,4.8,Senior Project Manager,Product and Project Management,Management-Level,"San Francisco, CA",282024.21,140812.9,70000.3,210811.5
54179G1W,Female,11.6,4.9,doctorate,3.6,Marketing Manager,Marketing,Management-Level,"Seattle, WA",248061.48,145802.4,65000.5,210802
302611B7,Male,14.4,13.3,masters,2.3,Sales Manager,Sales,Management-Level,"Atlanta, GA",170849.75,153297.8,57500.1,210796.3
410386IV,Male,13.5,2.1,doctorate,4.6,Sales Manager,Sales,Management-Level,"Austin, TX",189603.49,140778.9,70000.6,210777.1
94789GO7,Male,6.6,1.2,doctorate,5.3,Software Architect,Software Development,Senior-Level,"San Francisco, CA",286931.71,167967.5,42500.5,210467.5
96800V9I,Female,14.4,0.2,masters,2.6,Senior Project Manager,Product and Project Management,Management-Level,"Boston, MA",233320.08,152865.1,57500.4,210365.1
44665FYE,Female,10.2,8.9,doctorate,4.5,Senior Project Manager,Product and Project Management,Management-Level,"Austin, TX",171398.31,142710.1,67500.1,210210.3
26233R7C,Female,12.8,11.8,doctorate,5.1,Sales Manager,Sales,Management-Level,"San Francisco, CA",311979.59,137696.6,72500,210195.5
753762ES,Male,11.5,10.7,masters,4.7,Machine Learning Engineer,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,170186.4,40000.5,210186.7
44756HEQ,Male,11.8,4.8,bachelors,4.3,AI Specialist,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,170186.9,40000.3,210186.4
52170BDD,Female,11,5.7,doctorate,4.8,Machine Learning Engineer,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,170186.1,40000.3,210186.5
23563FN5,Male,12.4,7.2,doctorate,4.2,Senior Project Manager,Product and Project Management,Management-Level,"Chicago, IL",153583.23,145179.5,65000.2,210179.1
329745QH,Male,15.4,11.5,doctorate,3.1,Human Resources Business Partner,Human Resources,Management-Level,"San Francisco, CA",256544.47,150179.9,60000.8,210178.4
84166A5P,Female,10.2,7.5,bachelors,2.7,Machine Learning Engineer,Data Science and Engineering,Senior-Level,"San Francisco, CA",293782.58,177352.8,32500.1,209852.7
91737WIH,Male,14,3.9,doctorate,4,Senior Project Manager,Product and Project Management,Management-Level,"Seattle, WA",218953.08,144617,65000.7,209617.6
34936IZN,Male,7.3,6.3,doctorate,4.8,Senior Software Engineer,Software Development,Senior-Level,"San Francisco, CA",267282.08,169503.2,40000,209503.8
